Complaint Type,Date,Time,Latitude,Longitude,Descriptor,Borough
Noise - Street/Sidewalk,9/23/2019,19:09:02,40.83124164,-73.92884527,Loud Music/Party,Bronx
Noise - Residential,9/23/2019,22:09:35,40.6955291,-73.98122968,Banging/Pounding,Brooklyn
Noise - Helicopter,11/30/2019,15:34:39,40.74242586,-73.98004723,Other,Manhattan
Noise - Vehicle,9/23/2019,18:34:13,40.74933418,-73.97883971,Car/Truck Horn,Manhattan
Noise - Residential,9/22/2019,20:08:47,40.6855225,-73.93713876,Loud Music/Party,Brooklyn
Noise - Residential,9/23/2019,23:19:04,40.62396722,-74.0816039,Loud Talking,Staten Island
Noise - Street/Sidewalk,9/22/2019,21:27:33,40.68654926,-73.86658814,Loud Music/Party,Queens
Noise - Residential,9/23/2019,9:09:11,40.74453412,-73.91843247,Loud Talking,Queens
Noise - Residential,9/23/2019,23:45:15,40.78882585,-73.94617411,Banging/Pounding,Manhattan
Noise - Commercial,9/22/2019,21:33:09,40.57599013,-74.08266121,Loud Music/Party,Staten Island
Noise - Residential,9/22/2019,22:07:17,40.72207548,-73.74620531,Loud Music/Party,Queens
Noise - Street/Sidewalk,9/24/2019,0:00:14,40.8660801,-73.8691565,Loud Music/Party,Bronx
Noise - Residential,9/23/2019,22:52:26,40.68355463,-73.98855234,Loud Music/Party,Brooklyn
Noise - Residential,9/23/2019,18:09:16,40.72385812,-73.74929759,Loud Music/Party,Queens
Noise - Commercial,9/22/2019,13:20:54,40.84192777,-73.91790104,Loud Music/Party,Bronx
Noise - Street/Sidewalk,9/23/2019,23:16:09,40.73814566,-74.00513131,Loud Talking,Manhattan
Noise - Street/Sidewalk,9/23/2019,22:16:23,40.68326436,-73.95676949,Loud Music/Party,Brooklyn
Noise - Residential,9/22/2019,23:07:52,40.69478477,-73.9215694,Loud Music/Party,Brooklyn
Noise - Vehicle,9/23/2019,7:58:35,40.73009935,-73.81090754,Car/Truck Horn,Queens
Noise - Street/Sidewalk,9/24/2019,2:01:47,40.76300425,-73.96223361,Loud Music/Party,Manhattan
Noise - Residential,9/22/2019,22:32:24,40.87357285,-73.90540531,Loud Music/Party,Bronx
Noise - Street/Sidewalk,9/22/2019,20:27:27,40.84304311,-73.9369104,Loud Music/Party,Manhattan
Noise - Street/Sidewalk,9/22/2019,15:00:23,40.83582526,-73.92443874,Loud Music/Party,Bronx
Noise - Residential,9/23/2019,22:08:40,40.61783543,-74.06890291,Loud Music/Party,Staten Island
Noise - Residential,11/12/2019,12:42:30,40.77737906,-73.90919232,Banging/Pounding,Queens
Noise - Vehicle,9/23/2019,23:17:47,40.67430855,-73.91732869,Car/Truck Music,Brooklyn
Noise - Vehicle,9/22/2019,22:40:15,40.71986237,-73.79389459,Car/Truck Music,Queens
Noise - Residential,9/23/2019,21:17:15,40.75394,-73.88296968,Loud Music/Party,Queens
Noise - Vehicle,9/23/2019,23:42:54,40.73009935,-73.81090754,Car/Truck Horn,Queens
Noise - Residential,9/23/2019,13:00:47,40.86453273,-73.89089881,Loud Music/Party,Bronx
Noise - Residential,9/23/2019,11:25:56,40.84596355,-73.91556841,Loud Music/Party,Bronx
Noise - Residential,9/22/2019,22:41:03,40.87710519,-73.91225633,Loud Music/Party,Manhattan
Noise - Residential,9/22/2019,12:28:06,40.69460843,-73.92898027,Loud Music/Party,Brooklyn
Noise - Street/Sidewalk,9/23/2019,22:56:49,40.65941518,-73.93898351,Loud Music/Party,Brooklyn
Noise - Commercial,9/22/2019,21:11:38,40.69161179,-73.93974737,Loud Music/Party,Brooklyn
Noise - Residential,9/22/2019,18:00:02,40.67329407,-73.9362995,Loud Talking,Brooklyn
Noise - Street/Sidewalk,9/23/2019,23:14:48,40.72551823,-73.98034813,Loud Talking,Manhattan
Noise - Vehicle,9/23/2019,17:21:01,40.63947736,-73.97762064,Car/Truck Music,Brooklyn
Noise - Residential,10/20/2019,1:42:19,40.69693341,-73.84726289,Loud Music/Party,Queens
Noise - Residential,9/22/2019,22:03:30,40.75394,-73.88296968,Loud Music/Party,Queens
Noise - Residential,9/22/2019,21:59:57,40.87378956,-73.90526036,Loud Music/Party,Bronx
Noise - Commercial,9/23/2019,9:33:55,40.65369463,-73.96402178,Banging/Pounding,Brooklyn
Noise - Residential,9/22/2019,20:20:35,40.66284813,-73.94282992,Loud Music/Party,Brooklyn
Noise - Street/Sidewalk,9/22/2019,19:22:47,40.82900772,-73.95032959,Loud Music/Party,Manhattan
Noise - Residential,9/22/2019,23:32:15,40.78879016,-73.85423858,Loud Talking,Queens
Noise - Street/Sidewalk,9/22/2019,18:36:47,40.64235421,-73.97934207,Loud Music/Party,Brooklyn
Noise - Street/Sidewalk,9/23/2019,22:44:54,40.83634934,-73.88726252,Loud Talking,Bronx
Noise - Residential,9/22/2019,19:09:20,40.72251553,-73.98073504,Loud Talking,Manhattan
Noise - Vehicle,9/23/2019,23:58:16,40.72032827,-73.80776061,Car/Truck Horn,Queens
Noise - Residential,9/23/2019,23:17:07,40.62396722,-74.0816039,Loud Talking,Staten Island
Noise - Park,9/22/2019,22:22:18,40.65319026,-73.96621323,Loud Music/Party,Brooklyn
Noise - Street/Sidewalk,9/23/2019,22:48:08,40.7188661,-74.01084406,Loud Music/Party,Manhattan
Noise - Residential,9/22/2019,17:47:17,40.77437336,-73.99155509,Loud Talking,Manhattan
Noise - Street/Sidewalk,9/22/2019,20:03:52,40.84897036,-73.91369588,Loud Music/Party,Bronx
Noise - Residential,9/22/2019,17:42:44,40.79931101,-73.95311841,Loud Music/Party,Manhattan
Noise - Street/Sidewalk,9/23/2019,21:04:19,40.57693501,-73.95956337,Loud Music/Party,Brooklyn
Noise - Vehicle,9/23/2019,21:08:54,40.8660801,-73.8691565,Car/Truck Music,Bronx
Noise - Commercial,9/22/2019,21:01:40,40.69420347,-73.92661507,Banging/Pounding,Brooklyn
Noise - Commercial,9/23/2019,22:00:15,40.71663101,-73.96026141,Banging/Pounding,Brooklyn
Noise - Commercial,9/22/2019,17:44:13,40.82686433,-73.92530889,Loud Music/Party,Bronx
Noise - Residential,9/23/2019,22:08:40,40.61783543,-74.06890291,Loud Music/Party,Staten Island
Noise - Vehicle,9/22/2019,14:01:50,40.8118849,-73.91520343,Car/Truck Music,Bronx
Noise - Street/Sidewalk,9/22/2019,13:34:03,40.78268348,-73.95326011,Loud Music/Party,Manhattan
Noise - Vehicle,9/22/2019,17:50:44,40.68319863,-73.94431959,Car/Truck Music,Brooklyn
Noise - Commercial,9/22/2019,20:41:31,40.66192692,-73.9449573,Loud Music/Party,Brooklyn
Noise - Vehicle,9/22/2019,14:15:19,40.72238703,-73.80952604,Car/Truck Horn,Queens
Noise - Residential,9/22/2019,17:20:02,40.84040627,-73.91289383,Loud Music/Party,Bronx
Noise - Residential,10/13/2019,17:42:47,40.75063597,-73.89206705,Loud Music/Party,Queens
Noise - Residential,9/22/2019,19:25:35,40.57502723,-73.96782224,Banging/Pounding,Brooklyn
Noise - Street/Sidewalk,9/22/2019,22:27:30,40.85409222,-73.90359307,Loud Music/Party,Bronx
Noise - Street/Sidewalk,9/24/2019,1:48:18,40.81419761,-73.94511677,Loud Music/Party,Manhattan
Noise - Residential,10/18/2019,22:20:12,40.65518147,-73.95397655,Loud Talking,Brooklyn
Noise - Commercial,9/22/2019,18:18:43,40.63098847,-74.1021192,Loud Music/Party,Staten Island
Noise - Commercial,9/23/2019,15:15:37,40.75851235,-73.72246307,Car/Truck Music,Queens
Noise - Residential,9/23/2019,8:11:33,40.72134885,-73.97985151,Banging/Pounding,Manhattan
Noise - Residential,9/23/2019,20:19:24,40.64159399,-73.95913863,Loud Music/Party,Brooklyn
Noise - Vehicle,9/22/2019,22:37:05,40.86304898,-73.92291469,Car/Truck Music,Manhattan
Noise - Commercial,9/22/2019,21:25:03,40.66193239,-73.94491044,Loud Music/Party,Brooklyn
Noise - Residential,9/22/2019,21:36:48,40.72468656,-73.98031591,Loud Music/Party,Manhattan
Noise - Residential,9/23/2019,1:08:07,40.87394516,-73.87547606,Loud Music/Party,Bronx
Noise - Residential,10/19/2019,23:01:19,40.63049681,-74.10250393,Loud Talking,Staten Island
Noise - Vehicle,9/22/2019,19:39:26,40.87378956,-73.90526036,Car/Truck Music,Bronx
Noise - Commercial,10/3/2019,9:46:11,40.69420347,-73.92661507,Banging/Pounding,Brooklyn
Noise - Street/Sidewalk,9/22/2019,21:01:56,40.59599554,-73.74218707,Loud Music/Party,Queens
Noise - Residential,9/22/2019,21:11:45,40.65697061,-73.89482077,Loud Music/Party,Brooklyn
Noise - Residential,9/22/2019,23:14:56,40.79761017,-73.96312413,Loud Music/Party,Manhattan
Noise - Residential,10/27/2019,1:16:24,40.69873898,-73.9330042,Loud Music/Party,Brooklyn
Noise - Street/Sidewalk,9/23/2019,23:38:18,40.6836572,-73.96593099,Loud Music/Party,Brooklyn
Noise - Residential,9/22/2019,22:33:35,40.73046526,-73.79690704,Loud Music/Party,Queens
Noise - Residential,9/22/2019,11:52:18,40.76643309,-73.92041284,Loud Music/Party,Queens
Noise - Residential,9/23/2019,20:18:07,40.64037763,-74.09665665,Loud Music/Party,Staten Island
Noise - Vehicle,10/13/2019,0:13:25,40.80330877,-73.95679989,Car/Truck Music,Manhattan
Noise - Street/Sidewalk,9/23/2019,20:05:54,40.69925579,-73.90657949,Loud Music/Party,Queens
Noise - Commercial,10/20/2019,0:05:09,40.76838707,-73.95558787,Loud Music/Party,Manhattan
Noise - Vehicle,9/22/2019,11:53:54,40.73009935,-73.81090754,Car/Truck Horn,Queens
Noise - Street/Sidewalk,9/22/2019,20:07:36,40.8197808,-73.95226218,Loud Music/Party,Manhattan
Noise - Street/Sidewalk,9/23/2019,9:17:35,40.67737125,-73.90599726,Loud Talking,Brooklyn
Noise - Residential,10/20/2019,9:51:17,40.66448197,-73.93389288,Loud Music/Party,Brooklyn
Noise - Residential,9/22/2019,22:13:26,40.82692041,-73.91511923,Loud Music/Party,Bronx
Noise - Vehicle,10/19/2019,9:57:14,40.85798233,-73.9272369,Engine Idling,Manhattan
Noise - Commercial,10/12/2019,0:55:38,40.76352259,-73.77170659,Loud Music/Party,Queens
Noise - Residential,9/24/2019,0:18:39,40.73565806,-73.84840458,Loud Talking,Queens
Noise - Residential,9/22/2019,12:30:13,40.69460843,-73.92898027,Loud Music/Party,Brooklyn
Noise - Residential,9/23/2019,18:06:42,40.70024227,-73.90794857,Loud Music/Party,Queens
Noise - Street/Sidewalk,9/23/2019,22:56:49,40.65941518,-73.93898351,Loud Music/Party,Brooklyn
Noise - Street/Sidewalk,10/11/2019,23:56:48,40.6935118,-73.90759004,Loud Music/Party,Brooklyn
Noise - Street/Sidewalk,9/22/2019,13:25:29,40.8314473,-73.92016162,Loud Music/Party,Bronx
Noise - Residential,11/23/2019,22:30:49,40.8751454,-73.91215405,Loud Music/Party,Manhattan
Noise - Street/Sidewalk,9/22/2019,16:51:47,40.75186796,-73.86796239,Loud Music/Party,Queens
Noise - Street/Sidewalk,9/22/2019,23:19:39,40.67823503,-73.89549747,Loud Music/Party,Brooklyn
Noise - Residential,9/22/2019,12:45:35,40.65787252,-73.92081988,Loud Music/Party,Brooklyn
Noise - Street/Sidewalk,9/23/2019,2:22:18,40.84319426,-73.93727168,Loud Music/Party,Manhattan
Noise - Street/Sidewalk,9/22/2019,20:54:39,40.64523163,-74.10467425,Loud Music/Party,Staten Island
Noise - Street/Sidewalk,9/24/2019,2:10:34,40.83634934,-73.88726252,Loud Talking,Bronx
Noise - Residential,9/22/2019,20:56:34,40.66170194,-73.8971093,Loud Music/Party,Brooklyn
Noise - Street/Sidewalk,9/22/2019,23:02:53,40.69767541,-73.90073945,Loud Talking,Queens
Noise - Residential,10/3/2019,23:39:46,40.69561284,-73.99449692,Loud Music/Party,Brooklyn
Noise - Commercial,9/24/2019,1:41:38,40.67892152,-73.89582809,Loud Music/Party,Brooklyn
Noise - Street/Sidewalk,9/23/2019,0:30:48,40.82410397,-73.9528408,Loud Talking,Manhattan
Noise - Vehicle,9/22/2019,23:13:50,40.86758426,-73.89321498,Car/Truck Music,Bronx
Noise - Commercial,10/3/2019,2:19:17,40.76425323,-73.98840129,Loud Music/Party,Manhattan
Noise - Residential,9/22/2019,20:58:24,40.79083983,-73.95085282,Loud Music/Party,Manhattan
Noise - Residential,9/22/2019,23:06:45,40.76399124,-73.87260598,Loud Music/Party,Queens
Noise - Vehicle,10/3/2019,1:02:30,40.73014312,-73.95930082,Engine Idling,Brooklyn
Noise - Residential,9/23/2019,0:09:30,40.65559058,-73.91186291,Loud Music/Party,Brooklyn
Noise - Commercial,9/23/2019,8:06:38,40.73147654,-73.95784592,Banging/Pounding,Brooklyn
Noise - Street/Sidewalk,9/23/2019,21:49:52,40.82403012,-73.9269922,Loud Music/Party,Bronx
Noise - Residential,9/22/2019,17:31:27,40.66107634,-73.9587987,Loud Music/Party,Brooklyn
Noise - Residential,9/23/2019,15:19:39,40.79013851,-73.9709757,Banging/Pounding,Manhattan
Noise - Residential,9/23/2019,0:18:13,40.71946769,-73.99774892,Loud Music/Party,Manhattan
Noise - Commercial,9/23/2019,22:33:57,40.68325889,-73.95681997,Loud Music/Party,Brooklyn
Noise - Residential,9/22/2019,23:27:44,40.69478477,-73.9215694,Loud Music/Party,Brooklyn
Noise - Residential,9/22/2019,12:26:55,40.69460843,-73.92898027,Loud Talking,Brooklyn
Noise - Residential,9/22/2019,19:32:38,40.64443661,-73.99865231,Loud Television,Brooklyn
Noise - Vehicle,9/22/2019,14:37:18,40.68427829,-73.86569128,Car/Truck Music,Queens
Noise - Street/Sidewalk,9/22/2019,19:38:07,40.68539988,-73.91319006,Loud Music/Party,Brooklyn
Noise - Residential,10/12/2019,21:21:18,40.6827339,-73.88152263,Loud Music/Party,Brooklyn
Noise - Street/Sidewalk,9/22/2019,21:15:36,40.84304311,-73.9369104,Loud Music/Party,Manhattan
Noise - Residential,9/24/2019,1:41:03,40.74470768,-73.91934891,Banging/Pounding,Queens
Noise - Street/Sidewalk,9/22/2019,23:04:39,40.67041098,-73.92539037,Loud Music/Party,Brooklyn
Noise - Residential,9/22/2019,14:18:23,40.68438288,-73.82326022,Loud Music/Party,Queens
Noise - Vehicle,9/24/2019,0:22:07,40.642547,-74.01665107,Car/Truck Music,Brooklyn
Noise - Street/Sidewalk,9/22/2019,19:23:51,40.83495973,-73.91519209,Loud Music/Party,Bronx
Noise - Street/Sidewalk,9/22/2019,13:37:00,40.73177388,-73.96040031,Loud Talking,Brooklyn
Noise - Commercial,9/23/2019,6:38:34,40.67837127,-73.96767143,Banging/Pounding,Brooklyn
Noise - Street/Sidewalk,9/23/2019,12:04:41,40.63463492,-73.94959876,Loud Music/Party,Brooklyn
Noise - Commercial,9/22/2019,21:53:41,40.7029295,-73.98466109,Loud Music/Party,Brooklyn
Noise - Street/Sidewalk,9/22/2019,19:32:02,40.81959696,-73.91817066,Loud Music/Party,Bronx
Noise - Residential,9/22/2019,17:13:06,40.66107897,-73.95847431,Loud Music/Party,Brooklyn
Noise - Residential,11/14/2019,23:35:33,40.61438568,-73.97072075,Banging/Pounding,Brooklyn
Noise - Vehicle,9/22/2019,23:09:01,40.84493552,-73.89381156,Car/Truck Music,Bronx
Noise - Street/Sidewalk,9/22/2019,21:55:52,40.74806741,-73.86877835,Loud Music/Party,Queens
Noise - Street/Sidewalk,9/23/2019,16:58:36,40.85760772,-73.89983561,Loud Music/Party,Bronx
Noise - Street/Sidewalk,9/23/2019,21:48:20,40.7254559,-73.94776223,Loud Talking,Brooklyn
Noise - Residential,9/22/2019,16:00:22,40.70827885,-73.91876178,Loud Music/Party,Queens
Noise - Residential,9/23/2019,23:38:10,40.8186886,-73.84794447,Loud Talking,Bronx
Noise - Street/Sidewalk,9/22/2019,21:03:56,40.83747911,-73.90769363,Loud Music/Party,Bronx
Noise - Residential,10/13/2019,0:12:39,40.75662076,-73.869404,Loud Music/Party,Queens
Noise - Helicopter,9/23/2019,15:54:18,40.72195913,-73.80969682,Other,Queens
Noise - Street/Sidewalk,9/22/2019,20:04:55,40.68318496,-73.94443498,Loud Music/Party,Brooklyn
Noise - Residential,9/22/2019,23:15:59,40.86499305,-73.92415614,Loud Talking,Manhattan
Noise - Park,9/22/2019,16:01:59,40.7786329,-73.9625461,Loud Music/Party,Manhattan
Noise - Residential,9/22/2019,16:59:42,40.66825044,-73.9386438,Loud Music/Party,Brooklyn
Noise - Residential,9/23/2019,19:32:29,40.73532927,-73.72671288,Loud Music/Party,Queens
Noise - Residential,9/22/2019,23:15:59,40.86499305,-73.92415614,Loud Talking,Manhattan
Noise - Street/Sidewalk,9/22/2019,21:50:33,40.82399258,-73.94906511,Loud Music/Party,Manhattan
Noise - Residential,9/23/2019,21:41:24,40.77144081,-73.95269396,Loud Music/Party,Manhattan
Noise - Residential,9/23/2019,13:27:44,40.72195913,-73.80969682,Loud Talking,Queens
Noise - Vehicle,9/22/2019,20:15:38,40.61267683,-74.08307762,Car/Truck Music,Staten Island
Noise - Street/Sidewalk,9/22/2019,21:01:36,40.84096775,-73.91133903,Loud Music/Party,Bronx
Noise - Commercial,9/23/2019,23:33:33,40.83881118,-73.93767696,Loud Music/Party,Manhattan
Noise - Residential,9/22/2019,15:48:39,40.8480898,-73.88582574,Loud Music/Party,Bronx
Noise - Helicopter,9/22/2019,21:36:39,40.70994336,-73.84298764,Other,Queens
Noise - Residential,9/23/2019,21:29:47,40.68763661,-73.93832307,Banging/Pounding,Brooklyn
Noise - Vehicle,11/24/2019,16:53:29,40.71871595,-73.80382951,Car/Truck Horn,Queens
Noise - Residential,9/22/2019,20:02:50,40.70578404,-73.80958791,Banging/Pounding,Queens
Noise - Vehicle,9/22/2019,11:53:54,40.73009935,-73.81090754,Car/Truck Horn,Queens
Noise - Residential,9/22/2019,22:25:38,40.72441092,-73.99516919,Loud Music/Party,Manhattan
Noise - Park,9/22/2019,17:55:04,40.7786329,-73.9625461,Loud Music/Party,Manhattan
Noise - Residential,9/23/2019,20:20:23,40.82728576,-73.88954706,Banging/Pounding,Bronx
Noise - Residential,9/23/2019,17:05:11,40.86453273,-73.89089881,Loud Music/Party,Bronx
Noise - Commercial,9/22/2019,21:11:38,40.69161179,-73.93974737,Loud Music/Party,Brooklyn
Noise - Vehicle,9/23/2019,0:34:12,40.84002242,-73.91717336,Car/Truck Music,Bronx
Noise - Street/Sidewalk,9/22/2019,23:04:39,40.67041098,-73.92539037,Loud Music/Party,Brooklyn
Noise - Residential,9/22/2019,21:13:39,40.70156379,-73.92074274,Loud Talking,Brooklyn
Noise - Residential,10/12/2019,23:27:24,40.76650698,-73.99221672,Loud Music/Party,Manhattan
Noise - Residential,9/24/2019,0:16:57,40.63832471,-73.94533348,Loud Music/Party,Brooklyn
Noise - Vehicle,9/22/2019,15:41:45,40.57628992,-73.96811322,Engine Idling,Brooklyn
Noise - Residential,9/22/2019,21:11:45,40.65697061,-73.89482077,Loud Music/Party,Brooklyn
Noise - Street/Sidewalk,9/22/2019,21:49:53,40.62396722,-74.0816039,Loud Talking,Staten Island
Noise - Vehicle,9/22/2019,18:00:49,40.8544606,-73.86575249,Car/Truck Music,Bronx
Noise - Vehicle,9/23/2019,8:12:21,40.71871595,-73.80382951,Car/Truck Horn,Queens
Noise - Residential,9/23/2019,22:20:14,40.71258036,-73.98687364,Loud Music/Party,Manhattan
Noise - Residential,9/22/2019,12:32:06,40.69460843,-73.92898027,Loud Music/Party,Brooklyn
Noise - Residential,9/23/2019,8:26:22,40.75940015,-73.96147401,Banging/Pounding,Manhattan
Noise - Vehicle,9/23/2019,12:23:54,40.66940822,-73.99023821,Car/Truck Horn,Brooklyn
Noise - Residential,9/22/2019,22:04:51,40.62850447,-73.89792063,Loud Music/Party,Brooklyn
Noise - Commercial,9/22/2019,18:05:45,40.86915737,-73.91707199,Loud Music/Party,Manhattan
Noise - Residential,9/22/2019,16:17:25,40.83266602,-73.94348985,Loud Music/Party,Manhattan
Noise - Residential,9/23/2019,7:00:40,40.67118889,-73.86607092,Loud Music/Party,Brooklyn
Noise - Vehicle,9/23/2019,20:11:36,40.65941518,-73.93898351,Car/Truck Music,Brooklyn
Noise - Commercial,9/23/2019,22:00:15,40.71663101,-73.96026141,Banging/Pounding,Brooklyn
Noise - Street/Sidewalk,9/23/2019,23:14:48,40.72551823,-73.98034813,Loud Talking,Manhattan
Noise - Street/Sidewalk,9/22/2019,23:00:58,40.85407302,-73.90360756,Loud Music/Party,Bronx
Noise - Street/Sidewalk,9/22/2019,21:49:53,40.62396722,-74.0816039,Loud Talking,Staten Island
Noise - Street/Sidewalk,9/22/2019,19:51:18,40.83448267,-73.88421929,Loud Music/Party,Bronx
Noise - Residential,9/22/2019,22:30:43,40.68257814,-73.83524613,Loud Music/Party,Queens
Noise - Residential,9/22/2019,15:48:39,40.8480898,-73.88582574,Loud Music/Party,Bronx
Noise - Residential,9/22/2019,22:01:12,40.66192692,-73.9449573,Loud Music/Party,Brooklyn
Noise - Residential,9/22/2019,18:35:02,40.86196757,-73.92713854,Loud Music/Party,Manhattan
Noise - Vehicle,9/22/2019,23:46:28,40.86309839,-73.92292186,Car/Truck Music,Manhattan
Noise - Residential,9/22/2019,19:21:26,40.75595167,-73.88827208,Loud Music/Party,Queens
Noise - Vehicle,9/23/2019,19:45:11,40.71871595,-73.80382951,Car/Truck Horn,Queens
Noise - Residential,9/22/2019,21:19:37,40.64252756,-74.01812123,Loud Music/Party,Brooklyn
Noise - Street/Sidewalk,9/22/2019,11:45:06,40.75186112,-73.99371628,Loud Music/Party,Manhattan
Noise - Street/Sidewalk,9/23/2019,8:30:35,40.72792157,-74.00011185,Loud Talking,Manhattan
Noise - Vehicle,9/22/2019,21:32:22,40.84897036,-73.91369588,Car/Truck Music,Bronx
Noise - Street/Sidewalk,9/22/2019,21:20:38,40.82811584,-73.94463554,Loud Music/Party,Manhattan
Noise - Commercial,9/22/2019,23:05:05,40.67886149,-73.96397936,Loud Music/Party,Brooklyn
Noise - Residential,9/22/2019,21:18:59,40.59852738,-73.76445299,Loud Music/Party,Queens
Noise - Street/Sidewalk,9/24/2019,1:40:27,40.83138719,-73.92897159,Loud Music/Party,Bronx
Noise - Vehicle,9/23/2019,8:15:17,40.72195913,-73.80969682,Car/Truck Horn,Queens
Noise - Residential,9/22/2019,20:35:47,40.82874509,-73.94614182,Loud Talking,Manhattan
Noise - Residential,9/23/2019,3:39:58,40.65912074,-73.98970989,Loud Music/Party,Brooklyn
Noise - Residential,9/22/2019,17:59:57,40.79075626,-73.80965546,Loud Music/Party,Queens
Noise - Commercial,9/23/2019,10:43:23,40.6967783,-73.91880465,Banging/Pounding,Brooklyn
Noise - Residential,9/22/2019,22:27:25,40.75652327,-73.82309407,Banging/Pounding,Queens
Noise - Street/Sidewalk,9/22/2019,21:00:28,40.84304311,-73.9369104,Loud Music/Party,Manhattan
Noise - Street/Sidewalk,9/23/2019,12:03:27,40.71260128,-73.95197101,Loud Talking,Brooklyn
Noise - Residential,10/13/2019,3:32:59,40.61901242,-73.91041635,Loud Television,Brooklyn
Noise - Street/Sidewalk,9/22/2019,17:55:22,40.87828005,-73.90218026,Loud Music/Party,Bronx
Noise - Street/Sidewalk,9/22/2019,15:09:44,40.72546472,-73.99187877,Loud Music/Party,Manhattan
Noise - Street/Sidewalk,9/23/2019,23:35:51,40.82346502,-73.90157073,Loud Music/Party,Bronx
